2309011834;[Default];Y31 Ticiana Deluxe Prima Bianco NCS II;;;;;[lt]0.9;1;1
230306;S 0300-N;;;14342109;A;[AN]0.094[RN]0.09;;1;1
230306;S 0500-N;;;14013143;A;[B]0.113[C]0.137[RN]0.123;;1;1
230306;S 0502-B;;;14078160;A;[E]0.247[L]0.432;;1;1
230306;S 0502-B50G;;;14078159;A;[I]0.167[D]0.264;;1;1
230306;S 0502-G;;;13816017;A;[L]0.835[D]0.189;;1;1
230306;S 0502-G50Y;;;13750996;A;[L]0.628[D]0.09[AN]0.482;;1;1
230306;S 0502-R;;;13749975;A;[B]0.164[C]0.278[RN]0.217;;1;1
230306;S 0502-R50B;;;13946322;A;[V]0.13[E]0.118[L]0.662;;1;1
230306;S 0502-Y;;;13488599;A;[B]0.128[C]0.245[AN]0.375;;1;1
230306;S 0502-Y50R;;;13487575;A;[C]0.285[L]0.608[I]0.09;;1;1
230306;S 0505-B;;;14077128;A;[E]0.602[L]0.578;;1;1
230306;S 0505-B20G;;;14077898;A;[E]0.29[L]0.411[D]0.223;;1;1
230306;S 0505-B50G;;;13881034;A;[E]0.161[L]0.502[D]0.31;;1;1
230306;S 0505-B80G;;;14013391;A;[B]0.183[D]0.208[AN]0.278;;1;1
230306;S 0505-G;;;13750735;A;[C]0.296[L]0.353[D]0.327;;1;1
230306;S 0505-G10Y;;;13750994;A;[B]0.09[C]0.437[D]0.211;;1;1
230306;S 0505-G20Y;;;13488335;A;[C]0.49[L]0.322[D]0.297;;1;1
230306;S 0505-G30Y;;;13357008;A;[B]0.14[C]0.598[D]0.219;;1;1
230306;S 0505-G40Y;;;13554901;A;[L]0.469[D]0.091[AN]0.777;;1;1
230306;S 0505-G50Y;;;13358551;A;[L]0.349[D]0.09[AN]0.924;;1;1
230306;S 0505-G60Y;;;13292502;A;[B]0.165[AN]1.059;;1;1
230306;S 0505-G70Y;;;13226454;A;[C]0.957[D]0.141;;1;1
230306;S 0505-G80Y;;;13161175;A;[B]0.154[C]0.338[AN]0.938;;1;1
