2507031201;[Default];Z13 Фарбитекс Профи 4 Season RAL Classic;;;;;[lt]0.9;1;1
250703;RAL 1000;;;8233910;A;[B]1.277[C]3.929[AN]3.5;;1;1
250703;RAL 1001;;;7969463;A;[B]0.804[C]6.524[I]0.734;;1;1
250703;RAL 1002;;;6657721;A;[B]1.04[C]14.81[F]0.093;;1;1
250703;RAL 1011;;;5141913;A;[B]4.874[C]40.196[F]2.662;;1;1
250703;RAL 1013;;;11910859;A;[B]0.267[T]0.467[I]0.083;;1;1
250703;RAL 1014;;;9219012;A;[B]0.5[C]3.45[I]0.089;;1;1
250703;RAL 1015;;;10926541;A;[T]0.868[L]1.432;;1;1
250703;RAL 1017;;;5019094;A;[T]22.409[L]0.309[F]0.688;;1;1
250703;RAL 1018;;;3519196;A;[B]0.163[T]6.103[AN]45.627;;1;1
250703;RAL 1019;;;7438481;A;[B]5.532[C]5.698[F]1.082;;1;1
250703;RAL 1020;;;6127502;A;[B]6.922[C]21.278[D]0.527;;1;1
250703;RAL 1024;;;4882850;A;[B]4.117[C]56.269;;1;1
250703;RAL 1034;;;5213133;A;[T]21.12[L]0.206[F]1.375;;1;1
250703;RAL 3012;;;6781356;A;[C]2.96[L]4.893[F]3.651;;1;1
250703;RAL 3014;;;7104431;A;[V]8.844[RN]4.017[F]3.885;;1;1
250703;RAL 3015;;;9998014;A;[B]0.265[V]3.06[F]0.73;;1;1
250703;RAL 3022;;;5201843;A;[T]23.538[L]3.856[RN]47.066;;1;1
250703;RAL 4001;;;8018549;A;[V]36.152[E]7.122[L]10.036;;1;1
250703;RAL 4003;;;8542889;A;[B]0.087[V]37.637[F]0.394;;1;1
250703;RAL 4005;;;9331055;A;[V]28.474[E]11.412[L]0.087;;1;1
250703;RAL 4009;;;8747148;A;[B]6.166[V]0.709[RN]8.525;;1;1
250703;RAL 5007;;;8413506;A;[B]9.299[V]6.582[E]46.852;;1;1
250703;RAL 5012;;;10910264;A;[V]0.078[E]38.601[L]2.28;;1;1
250703;RAL 5014;;;9007200;A;[B]7.51[V]5.143[E]12.712;;1;1
250703;RAL 5018;;;8486458;A;[E]17.934[L]7.684[D]22.236;;1;1
250703;RAL 5023;;;8610379;A;[B]7.615[V]11.148[E]34.828;;1;1
250703;RAL 5024;;;10323042;A;[B]3.786[V]0.29[E]12.078;;1;1
250703;RAL 6000;;;6056775;A;[B]14.496[C]10.657[D]51.448;;1;1
250703;RAL 6011;;;5665125;A;[L]46.398[D]14.433[AN]17.315;;1;1
250703;RAL 6013;;;5663600;A;[B]19.395[T]18.203;;1;1
250703;RAL 6019;;;10269863;A;[C]1.643[L]0.781[D]1.534;;1;1
250703;RAL 6021;;;7441023;A;[B]4.01[C]8.266[D]5.308;;1;1
250703;RAL 6027;;;10789753;A;[B]1.438[E]0.761[D]5.099;;1;1
250703;RAL 6033;;;7830095;A;[B]8.8[E]0.369[D]25.208;;1;1
250703;RAL 6034;;;10328182;A;[E]4.299[L]4.754[D]3.029;;1;1
250703;RAL 7000;;;8616562;A;[B]10.396[E]1.942[D]0.671;;1;1
250703;RAL 7001;;;9406081;A;[B]7.192[E]1.138;;1;1
250703;RAL 7002;;;6385527;A;[B]14.855[C]11.91[I]1.74;;1;1
250703;RAL 7003;;;6450030;A;[B]18.54[T]7.701[I]0.67;;1;1
250703;RAL 7004;;;9407116;A;[B]5.509[I]0.646;;1;1
