2507031201;[Default];Z13 Фарбитекс Профи 4 Season Symphony;;;;;[lt]0.9;1;1
250703;F300;;;15069677;A;[L]0.081[AN]0.125;;1;1
250703;F301;;;14742000;A;[L]0.081[AN]0.211;;1;1
250703;F302;;;14085872;A;[KX]7.934[T]0.194[AN]0.242;;1;1
250703;F303;;;13954287;A;[T]0.199[AN]0.137;;1;1
250703;F304;;;14085616;A;[T]0.177[AN]0.168;;1;1
250703;F305;;;13953515;A;[T]0.216[L]0.123;;1;1
250703;F306;;;13691375;A;[C]0.083[T]0.276;;1;1
250703;F307;;;14347503;A;[C]0.083[T]0.139;;1;1
250703;F308;;;13493487;A;[C]0.256[AN]0.261[RN]0.157;;1;1
250703;F310;;;14477804;A;[C]0.144[L]0.166;;1;1
250703;F313;;;14609132;A;[C]0.081[AN]0.081[RN]0.081;;1;1
250703;F314;;;13493232;A;[T]0.431[RN]0.181;;1;1
250703;F315;;;13886959;A;[T]0.301[RN]0.157;;1;1
250703;F317;;;14411502;A;[C]0.081[T]0.081[RN]0.162;;1;1
250703;F318;;;14410988;A;[AN]0.181[RN]0.223;;1;1
250703;F319;;;14608623;A;[C]0.081[AN]0.081[RN]0.15;;1;1
250703;F320;;;14410475;A;[C]0.081[AN]0.081[RN]0.279;;1;1
250703;F321;;;14410478;A;[T]0.11[RN]0.267;;1;1
250703;F322;;;14145773;A;[KX]5[C]0.134[RN]0.705;;1;1
250703;F323;;;14606318;A;[T]0.081[RN]0.339;;1;1
250703;F324;;;13881581;A;[T]0.083[RN]0.984;;1;1
250703;F325;;;14738410;A;[AN]0.081[RN]0.236;;1;1
250703;F326;;;14146540;A;[C]0.081[AN]0.081[RN]0.458;;1;1
250703;F327;;;14473710;A;[KX]3[AN]0.081[RN]0.688;;1;1
250703;F328;;;14143976;A;[RN]0.748;;1;1
250703;F330;;;14012393;A;[I]0.084[RN]0.928;;1;1
250703;F332;;;14473706;A;[KX]6[AN]0.087[RN]0.67;;1;1
250703;F333;;;14672875;A;[AN]0.081[RN]0.254;;1;1
250703;F336;;;14738157;A;[AN]0.081[RN]0.326;;1;1
250703;F337;;;14869997;A;[L]0.1[RN]0.195;;1;1
250703;F338;;;14735592;A;[V]0.417[L]0.096[RN]0.319;;1;1
250703;F339;;;15261929;A;[V]0.313;;1;1
250703;F340;;;15460075;A;[V]0.1[RN]0.081;;1;1
250703;F341;;;14732758;A;[V]0.675[E]0.207[RN]0.162;;1;1
250703;F342;;;15195878;A;[V]0.303;;1;1
250703;F343;;;15525603;A;[KX]5.998[V]0.086[E]0.082[RN]0.081;;1;1
250703;F344;;;14868190;A;[V]0.187[E]0.086[L]0.171;;1;1
250703;F345;;;14933982;A;[V]0.173[E]0.082[L]0.131;;1;1
250703;F346;;;15392989;A;[V]0.254[E]0.138;;1;1
250703;F347;;;15460321;A;[V]0.084[E]0.089;;1;1
250703;F348;;;15262685;A;[E]0.168[RN]0.166;;1;1
250703;F349;;;15195347;A;[V]0.147[E]0.279[RN]0.096;;1;1
250703;F350;;;15327962;A;[V]0.126[E]0.188[L]0.081;;1;1
250703;F351;;;15525078;A;[KX]6[V]0.093[E]0.323[L]0.081;;1;1
250703;F352;;;15394012;A;[KX]3[B]0.081[V]0.089[E]0.124;;1;1
250703;F353;;;15393750;A;[KX]5[V]0.097[E]0.26[L]0.081;;1;1
250703;F354;;;15525074;A;[KX]6[V]0.081[E]0.398[L]0.081;;1;1
250703;F356;;;15391945;A;[V]0.187[E]0.494;;1;1
250703;F357;;;14934997;A;[B]0.081[E]0.189[L]0.081;;1;1
250703;F358;;;15461602;A;[KX]7.998[B]0.082[D]0.079;;1;1
250703;F359;;;15330012;A;[KX]11[B]0.1[E]0.081[D]0.081;;1;1
250703;F360;;;15395029;A;[KX]5[E]0.2[L]0.081[D]0.092;;1;1
250703;F361;;;15328976;A;[E]0.228[D]0.084;;1;1
250703;F362;;;15131858;A;[KX]5[B]0.1[E]0.171[D]0.081;;1;1
250703;F363;;;15394507;A;[E]0.305[D]0.136;;1;1
250703;F364;;;15263698;A;[KX]4[E]0.214[L]0.082[D]0.11;;1;1
250703;F365;;;15329755;A;[E]0.159[L]0.09;;1;1
250703;F366;;;15132114;A;[KX]5[B]0.081[E]0.181[D]0.11;;1;1
